model,domain,puzzle_id,correct,chosen_answer,candidate,judge_confidence,judge_ngrams,regex_score,is_chosen
GPT-5,Rebus,3_2,1,good looking,good,45.0,"[""eyes inside \""good\"""", ""word \""good\"" represents""]",0.0,0
GPT-5,Rebus,3_2,1,good looking,s in,,[],0.0,0
GPT-5,Rebus,3_2,1,good looking,eyes,50.0,"[""replaces \""oo\"" with \""eyes\"""", ""suggest eyes too""]",0.0,0
GPT-5,Rebus,3_2,1,good looking,oo,40.0,"[""replaces \""oo\"" with"", ""\""o\""s in \""good\""""]",0.0,0
Qwen3-VL-235B Thinking,Rebus,3_2,0,good eyes,good eyes,85.0,"[""the phrase is \""good eyes\"""", ""standard rebus for this"", ""good eyes but let's check"", ""so the phrase is \""good eyes\""""]",-1.8440677966101693,1
Qwen3-VL-235B Thinking,Rebus,3_2,0,good eyes,oo,45.0,"[""look like \""OO\"""", ""two eye symbols (which stand for O)""]",-2.453389830508474,0
Qwen3-VL-235B Thinking,Rebus,3_2,0,good eyes,good,75.0,"[""the word is GOOD"", ""rebus represents the word \""GOOD\"""", ""word is GOOD, but the O's are eyes""]",-2.8508474576271183,0
Qwen3-VL-235B Thinking,Rebus,2_9,1,no idea,stag,45.0,"[""the deer is a stag"", ""but no""]",-9.968333333333334,0
Qwen3-VL-235B Thinking,Rebus,2_9,1,no idea,noideer,28.0,"[""noideer but that's not a word"", ""Wait, maybe it's \""NO\"" + \""I\"" + \""DEER\"" but combined as \""NOIDEER\""""]",-11.922884615384616,0
Qwen3-VL-235B Thinking,Rebus,2_9,1,no idea,no i deer,65.0,"[""the correct answer for this rebus is \""NO I DEER\"" but that's not"", ""so the phrase is \""NO I DEER\""""]",-12.83224358974359,0
Qwen3-VL-235B Thinking,Rebus,2_9,1,no idea,i deer,85.0,"[""\""I deer\"" sounds like \""Idea\"""", ""Yes, that's it""]",-19.07027777777778,0
Qwen3-VL-235B Thinking,Rebus,2_9,1,no idea,no idea,95.0,"[""Yes, that makes sense"", ""the phrase is \""NO IDEA\"""", ""the standard rebus for this image is \""NO IDEA\""""]",-20.58151709401709,1
Qwen3-VL-235B Thinking,Rebus,2_9,1,no idea,dear,35.0,"[""\""deer\"" sounds like \""dear\"""", ""but that's not a phrase""]",-24.164743589743587,0
Qwen3-VL-235B Thinking,Rebus,2_9,1,no idea,idea,85.0,"[""\""I\"" + \""DEER\"" = \""IDEA\"""", ""rebus is NO + I + DEER \u2192 NO IDEA""]",-62.76638888888889,0
Qwen3-VL-235B Thinking,Rebus,2_9,1,no idea,dea,40.0,"[""replaced by \""DEA\"" to make \""IDEA\"""", ""\""I\"" + \""DEA\"" (from DEER) = IDEA""]",-97.31948717948715,0
Qwen3-VL-235B Thinking,Rebus,2_9,1,no idea,no,50.0,"[""\""NO\"" at the top"", ""N, O, I, and the deer""]",-190.60363247863256,0
Qwen3-VL-235B Thinking,Rebus,2_9,1,no idea,deer,60.0,"[""deer is the key"", ""the animal is deer"", ""deer image represents \""DEER\""""]",-212.0469444444444,0
Gemini 3 Pro,Rebus,3_2,1,good looking,good looking,95.0,"[""immediately clicks"", ""by far the most likely"", ""most common solution"", ""confident"", ""It is \""Good looking\""""]",-0.1935840707964602,1
Gemini 3 Pro,Rebus,3_2,1,good looking,see good,35.0,"[""could also have been"", ""See good""]",-0.6990412979351033,0
Gemini 3 Pro,Rebus,3_2,1,good looking,good to see,35.0,"[""could also have been"", ""Good to see""]",-0.7067846607669617,0
Gemini 3 Pro,Rebus,3_2,1,good looking,looking,60.0,"[""indicate looking"", ""word is effectively \""GOOD\"""", ""doing the \""looking\""""]",-0.8590707964601769,0
Gemini 3 Pro,Rebus,3_2,1,good looking,good,50.0,"[""word is effectively \""GOOD\"""", ""GOOD *is* doing""]",-1.8828171091445427,0
GPT-5,Rebus,3_7,1,seahorse,horse,45.0,"[""shows the word \""HORSE\"""", ""brings together \""sea\"" and \""horse\""""]",0.585395537525355,0
GPT-5,Rebus,3_7,1,seahorse,seahorse,95.0,"[""suggests \""seahorse\"""", ""clearly points to \""seahorse\"""", ""ANSWER: seahorse"", ""this fits"", ""perfect""]",0.5811359026369168,1
GPT-5,Rebus,3_7,1,seahorse,sea,50.0,"[""with sea elements"", ""brings together \""sea\""""]",0.5811359026369168,0
Gemini 3 Flash,Rebus,3_2,0,looking good,rebus word good with eyes as o's,90.0,"[""Aha!"", ""rebus word GOOD with eyes as O's""]",0.0,0
Gemini 3 Flash,Rebus,3_2,0,looking good,s become,30.0,"[""The \""O\""s become \""eyes.\""""]",-0.6797324414715719,0
Gemini 3 Flash,Rebus,3_2,0,looking good,good eyes,20.0,"[""Good eyes?"", ""No, not a common rebus""]",-0.6909698996655518,0
Gemini 3 Flash,Rebus,3_2,0,looking good,eyes,50.0,"[""clearly acting as the \u2018O\u2019s"", ""plus \""EYES\"" or \""LOOKING\""""]",-2.6726421404682275,0
Gemini 3 Flash,Rebus,3_2,0,looking good,good looking,65.0,"[""Good looking?"", ""might make more sense"", ""maybe \""Good looking\""""]",-3.399866220735786,0
Gemini 3 Flash,Rebus,3_2,0,looking good,looking good,85.0,"[""feels right"", ""very common phrase"", ""it's \""LOOKING GOOD\"""", ""I'll go with that""]",-4.82361204013378,1
Gemini 3 Flash,Rebus,3_2,0,looking good,looking,50.0,"[""eyes look\u2014that feels important"", ""eyes are \""looking\""""]",-10.868227424749165,0
Gemini 3 Flash,Rebus,3_2,0,looking good,good,50.0,"[""the word is \""GOOD\"""", ""inside the word good""]",-12.218929765886289,0
Gemini 2.5 Pro,Rebus,3_2,1,good looking,good,45.0,"[""the word is \""GOOD\"""", ""not just \""GOOD\""""]",10.625240384615385,0
Gemini 2.5 Pro,Rebus,3_2,1,good looking,good looking,95.0,"[""\""GOOD LOOKING\""!"", ""Yup, that's it"", ""Classic rebus"", ""I'm confident""]",4.542307692307691,1
Gemini 2.5 Pro,Rebus,3_2,1,good looking,g-o-o-d,85.0,"[""\""G-O-O-D\""?"", ""Bingo"", ""The eyes represent the \""O\""s""]",1.4329326923076922,0
Gemini 2.5 Pro,Rebus,3_2,1,good looking,g-eye-eye-d,15.0,"[""G \u2013 EYE \u2013 EYE \u2013 D"", ""\""G-eye-eye-d\""?"", ""Nope""]",1.3807692307692307,0
Claude Opus 4.6,Rebus,3_7,1,seahorse,horse,45.0,"[""word appears to be"", ""base word"", ""with nautical/compass symbols""]",1.1435400516795866,0
Claude Opus 4.6,Rebus,3_7,1,seahorse,seahorse,90.0,"[""actually SEAHORSE"", ""points to that answer"", ""integrated into the letters""]",0.0,1
Claude Opus 4.6,Rebus,3_7,1,seahorse,h o r s e,40.0,"[""I see the word"", ""but with some symbols"", ""with nautical/compass symbols""]",0.0,0
Claude Sonnet 4.6,Rebus,3_7,0,horse,seahorse,35.0,"[""maybe the whole thing is"", ""hinting at the sea part""]",-1.4844677137870854,0
Claude Sonnet 4.6,Rebus,3_7,0,horse,helmcogse,25.0,"[""giving me something like"", ""doesn't form a recognizable word""]",-1.7334031413612565,0
Claude Sonnet 4.6,Rebus,3_7,0,horse,horse again,45.0,"[""but that just spells"", ""HORSE again""]",-2.447329842931937,0
Claude Sonnet 4.6,Rebus,3_7,0,horse,helm,55.0,"[""could represent \""helm\"""", ""ship's wheel might represent""]",-7.237347294938918,0
Claude Sonnet 4.6,Rebus,3_7,0,horse,cog,55.0,"[""gear might represent \""cog\"""", ""gear could be \""cog\""""]",-7.597940663176265,0
Claude Sonnet 4.6,Rebus,3_7,0,horse,horse,85.0,"[""That clicks as the answer"", ""most straightforward answer"", ""stick with that""]",-10.62802792321117,1
Claude Sonnet 4.6,Rebus,3_7,0,horse,gear,50.0,"[""gear/cog symbol"", ""could represent \""gear\""""]",-11.893263525305407,0
Claude Sonnet 4.6,Rebus,3_7,0,horse,wheel,50.0,"[""could represent \""helm\"" or \""wheel\"""", ""wheel could be \""O\""""]",-16.65891797556719,0
Gemini 3 Pro,Rebus,3_7,1,seahorse,horse,50.0,"[""word is HORSE"", ""horse with sea related"", ""on the horse""]",8.683676582761251,0
Gemini 3 Pro,Rebus,3_7,1,seahorse,sea,45.0,"[""shapes are sea related"", ""sea themed items"", ""Sea + Horse""]",7.673607932875667,0
Gemini 3 Pro,Rebus,3_7,1,seahorse,on,35.0,"[""being \""applied\"" or are \""on\"""", ""on the horse"", ""are on it""]",6.677879481311975,0
Gemini 3 Pro,Rebus,3_7,1,seahorse,seahorse,95.0,"[""definitely pointing towards"", ""I'm confident"", ""Sea + Horse = Seahorse"", ""answer is \""Seahorse\""""]",4.112585812356979,1
Gemini 3 Pro,Rebus,3_7,1,seahorse,applied,30.0,"[""being \""applied\"" or are \""on\""""]",0.0,0
Gemini 3 Flash,Rebus,3_7,1,seahorse,sea,65.0,"[""pointing me towards \""SEA\"""", ""visual combination of \""HORSE\"" and \""SEA\""""]",2.373571972581874,0
Gemini 3 Flash,Rebus,3_7,1,seahorse,horse,90.0,"[""clearly presents the word \""HORSE\"""", ""visual combination of \""HORSE\"" and \""SEA\"""", ""converges on \""SEAHORSE\""""]",2.3526275704493527,0
Gemini 3 Flash,Rebus,3_7,1,seahorse,seahorse,95.0,"[""pointing towards this being about a \""SEAHORSE\"""", ""converges on \""SEAHORSE\"""", ""only reasonable interpretation"", ""only logical answer""]",0.8198019801980199,1
Gemini 3 Flash,Rebus,3_7,1,seahorse,sea horse,45.0,"[""wording could be \""SEA HORSE\"""", ""in other words""]",0.0,0
Claude Sonnet 4.6,Rebus,3_12,1,teabag,teabag,95.0,"[""TEABAG"", ""seems right"", ""which could mean"", ""T + bag = T-bag = \""teabag\""""]",0.0,1
Claude Sonnet 4.6,Rebus,3_12,1,teabag,t-bag,95.0,"[""T-BAG"", ""seems right"", ""T-bag"", ""T + shopping bag = \""T-bag\""""]",0.0,0
Claude Sonnet 4.6,Rebus,3_12,1,teabag,bag,50.0,"[""followed by a shopping bag"", ""T + bag""]",0.0,0
Claude Opus 4.6,Rebus,3_12,1,teabag,teabag,90.0,"[""\""T\"" + \""bag\"" ="", ""ANSWER: TEABAG""]",0.0,1
Claude Opus 4.6,Rebus,3_12,1,teabag,t-bag,60.0,"[""or \""T-bag\""""]",0.0,0
Claude Opus 4.6,Rebus,3_12,1,teabag,bag,45.0,"[""next to a shopping bag"", ""\""bag\""""]",0.0,0
Qwen3-VL-235B Thinking,Rebus,3_7,0,horse with no sea,horse and nautical wheel,25.0,"[""phrase is \""Horse and nautical wheel\"" but no""]",0.0,0
Qwen3-VL-235B Thinking,Rebus,3_7,0,horse with no sea,h sea rse,35.0,"[""H sea RSE\"" \u2192 no"", ""H sea R S E\"" \u2192 but that's not a phrase""]",-0.7165280665280664,0
Qwen3-VL-235B Thinking,Rebus,3_7,0,horse with no sea,horse without o,25.0,"[""maybe it's \""Horse without O\"""", ""but that's not a word""]",-1.968399168399168,0
Qwen3-VL-235B Thinking,Rebus,3_7,0,horse with no sea,h steer rse,25.0,"[""\""H steer RSE\"" \u2192 no""]",-2.6317047817047814,0
Qwen3-VL-235B Thinking,Rebus,3_7,0,horse with no sea,h rse,30.0,"[""\""H RSE\"" \u2192 but that's not it"", ""\""H RSE\"" \u2192 no""]",-3.404365904365904,0
Qwen3-VL-235B Thinking,Rebus,3_7,0,horse with no sea,horse with sea,35.0,"[""phrase is \""Horse with sea\"" but no"", ""that's not it""]",-7.246049896049897,0
Qwen3-VL-235B Thinking,Rebus,3_7,0,horse with no sea,steer,45.0,"[""which is a \""helm\"" or \""steer\"""", ""so \""steer\"" for O""]",-10.688565488565487,0
Qwen3-VL-235B Thinking,Rebus,3_7,0,horse with no sea,horse with no sea,85.0,"[""I think I've seen this before"", ""the correct answer is \""Horse with no sea\"""", ""the standard answer for this rebus""]",-15.33201663201663,1
Qwen3-VL-235B Thinking,Rebus,3_7,0,horse with no sea,sea,40.0,"[""O is sea-related"", ""ship's wheel (so 'sea'?)"", ""symbol related to a word""]",-57.83087318087317,0
Qwen3-VL-235B Thinking,Rebus,3_7,0,horse with no sea,horse,50.0,"[""word is \""HORSE\"""", ""shows the word \""HORSE\"""", ""word is still HORSE""]",-62.52681912681911,0
Gemini 2.5 Pro,Rebus,3_7,1,seahorse,horse,45.0,"[""see the word \""HORSE\"""", ""the letters of \""horse.\"""", ""sea is inside the horse""]",14.138255033557048,0
Gemini 2.5 Pro,Rebus,3_7,1,seahorse,sea,55.0,"[""imagery has a common theme: the sea"", ""the sea is *in* the horse"", ""sea-related things inside""]",12.963255033557044,0
Gemini 2.5 Pro,Rebus,3_7,1,seahorse,seahorse,95.0,"[""The most obvious connection is \""seahorse\"""", ""rebus is clear"", ""visual pun on \""seahorse\"""", ""No other phrase makes sense""]",7.328187919463087,1
Gemini 2.5 Pro,Rebus,3_7,1,seahorse,sea horse,85.0,"[""play on the term \""sea horse\"""", ""good candidate"", ""No other phrase makes sense""]",0.7545302013422819,0
GPT-5,Rebus,3_12,1,tea bag,teabag,75.0,"[""makes the most sense"", ""spelled as one word"", ""likely means something like""]",-1.6937820043891731,0
GPT-5,Rebus,3_12,1,tea bag,t-bag,35.0,"[""wondered about"", ""probably not relevant""]",-1.900658376005852,0
GPT-5,Rebus,3_12,1,tea bag,tea bag,95.0,"[""clearly suggests"", ""best guess"", ""fits best here"", ""stick with that""]",-9.76327724945135,1
Gemini 3 Pro,Rebus,3_12,1,teabag,teabag,95.0,"[""intended solution"", ""teabag as the most common"", ""all constraints satisfied"", ""puzzle is solved""]",1.1485776805251642,1
Gemini 3 Pro,Rebus,3_12,1,teabag,bag,50.0,"[""a \""T\"" on the left"", ""a \""bag\"" on the right""]",-0.2494529540481398,0
Gemini 3 Pro,Rebus,3_12,1,teabag,t bag,75.0,"[""seemed the most likely"", ""recognized that \""teabag\"" (or possibly \""tea bag\"") was the intended solution""]",-0.6637855579868709,0
Gemini 3 Pro,Rebus,3_12,1,teabag,tea bag,70.0,"[""possibly \""tea bag\"""", ""either would be acceptable""]",-0.7319474835886215,0
Claude Sonnet 4.6,Rebus,4_5,1,design,design,95.0,"[""sounds like \""Design\"""", ""Yes, that makes sense"", ""D + sign = Design""]",1.81697247706422,1
Claude Sonnet 4.6,Rebus,4_5,1,design,d-sign,85.0,"[""It could be \""D-sign\"""", ""sounds like"", ""D + sign""]",0.7495412844036697,0
Qwen3-VL-235B Thinking,Rebus,3_12,0,tote bag,tote bag,95.0,"[""tote bag"", ""oh!"", ""tote bag starts with"", ""That makes sense""]",-0.975887573964497,1
Qwen3-VL-235B Thinking,Rebus,3_12,0,tote bag,tote,75.0,"[""first letter of \""tote\"""", ""for tote""]",-2.5471893491124264,0
Qwen3-VL-235B Thinking,Rebus,3_12,0,tote bag,tbag,45.0,"[""makes \""Tbag\""?"", ""T + bag = \""Tbag\""?""]",-3.5531065088757394,0
Qwen3-VL-235B Thinking,Rebus,3_12,0,tote bag,bag,55.0,"[""bag is the object"", ""T + bag""]",-13.095118343195267,0
Claude Opus 4.6,Rebus,4_5,1,design,d-sign,90.0,"[""D-sign"", ""design"", ""read as""]",-0.973191489361702,0
Claude Opus 4.6,Rebus,4_5,1,design,signed,45.0,"[""Sign D"", ""Signed""]",-1.3834042553191488,0
Claude Opus 4.6,Rebus,4_5,1,design,d sign,85.0,"[""D sign"", ""Design"", ""seems like a good fit""]",-1.4161702127659574,0
Claude Opus 4.6,Rebus,4_5,1,design,post d,35.0,"[""Post D"", ""Posted"", ""could be""]",-1.4817021276595743,0
Claude Opus 4.6,Rebus,4_5,1,design,sign d,45.0,"[""Sign D"", ""Signed"", ""could be""]",-1.866595744680851,0
Claude Opus 4.6,Rebus,4_5,1,design,posted,35.0,"[""Post D"", ""Posted"", ""could be""]",-2.014042553191489,0
Claude Opus 4.6,Rebus,4_5,1,design,design,90.0,"[""Design"", ""seems like a good fit"", ""read as""]",-5.67,1
Claude Opus 4.6,Rebus,4_5,1,design,sign,40.0,"[""D on a sign"", ""could be read as""]",-16.344893617021274,0
Gemini 3 Pro,Rebus,4_5,1,design,sign,50.0,"[""see a sign"", ""D on a sign"", ""mounted on the post""]",4.752833333333333,0
Gemini 3 Pro,Rebus,4_5,1,design,design,95.0,"[""clicks"", ""makes perfect sense"", ""pretty clear"", ""encountered this one before"", ""D on sign""]",1.8215,1
Gemini 3 Flash,Rebus,3_12,1,tea bag,handbag,20.0,"[""T + handbag"", ""Doesn't click""]",0.0,0
Gemini 3 Flash,Rebus,3_12,1,tea bag,sack,20.0,"[""T + sack"", ""Feels forced""]",0.0,0
Gemini 3 Flash,Rebus,3_12,1,tea bag,shopping bag,20.0,"[""T + shopping bag"", ""Unlikely""]",0.0,0
Gemini 3 Flash,Rebus,3_12,1,tea bag,bag,50.0,"[""obvious representation of a bag"", ""The 'T' and the 'bag'""]",-0.681460213289582,0
Gemini 3 Flash,Rebus,3_12,1,tea bag,teabag,85.0,"[""has to be Teabag"", ""most natural and conceptually sound"", ""all constraints satisfied"", ""it is written as one""]",-0.7568498769483181,0
Gemini 3 Flash,Rebus,3_12,1,tea bag,tea bag,95.0,"[""has to be"", ""more correctly"", ""most natural and conceptually sound"", ""will go with TEA BAG""]",-0.8734208367514356,1
Gemini 3 Flash,Rebus,3_12,1,tea bag,answer,45.0,"[""formulate the answer"", ""requested output format""]",-0.9787530762920428,0
Gemini 2.5 Pro,Rebus,3_12,1,teabag,bag,90.0,"[""a big \""T\"" and a bag"", ""most likely, most common association"", ""sounds like \""teabag\"""", ""pretty confident it's \""teabag\""""]",11.4210101010101,0
Gemini 2.5 Pro,Rebus,3_12,1,teabag,teabag,95.0,"[""sounds like \""teabag\"""", ""pretty confident it's \""teabag\"""", ""does it make sense"", ""Yes"", ""Perfect""]",7.250707070707071,1
Gemini 2.5 Pro,Rebus,3_12,1,teabag,tote,30.0,"[""a shopping bag, maybe, or a tote"", ""No, \""Tee-tote\"" doesn't work""]",2.530707070707071,0
Gemini 2.5 Pro,Rebus,3_12,1,teabag,tee,85.0,"[""\""Tee\"" and \""bag\"""", ""put them together"", ""sounds like \""teabag\""""]",2.041919191919192,0
Gemini 2.5 Pro,Rebus,3_12,1,teabag,purse,15.0,"[""\""Purse\""? Nope"", ""\""Tee-purse\"" is just wrong""]",1.4605050505050503,0
Gemini 2.5 Pro,Rebus,3_12,1,teabag,sack,10.0,"[""\""Sack\""? Definitely not""]",0.7532323232323231,0
Gemini 2.5 Pro,Rebus,3_12,1,teabag,tee-purse,10.0,"[""\""Tee-purse\"" is just wrong""]",0.7341414141414141,0
Gemini 2.5 Pro,Rebus,3_12,1,teabag,tee-tote,20.0,"[""\""Tee-tote\"" doesn't work""]",0.7058585858585857,0
GPT-5,Rebus,4_5,0,posted,post d,55.0,"[""just down post D"", ""could represent"", ""leads me to""]",0.0,0
GPT-5,Rebus,4_5,0,posted,directory,15.0,"[""double-check other"", ""like \""directory\""""]",0.0,0
GPT-5,Rebus,4_5,0,posted,d on a sign,90.0,"[""typical answer for"", ""is \""posted\"""", ""aligns perfectly""]",0.0,0
GPT-5,Rebus,4_5,0,posted,post down,35.0,"[""could mean"", ""something like \""post down\"""", ""not essential""]",0.0,0
GPT-5,Rebus,4_5,0,posted,down in the dumps,30.0,"[""thinking of phrases like"", ""considering other possibilities""]",-0.388338192419825,0
GPT-5,Rebus,4_5,0,posted,d posted,65.0,"[""phonetically translate to"", ""D posted""]",-0.5842565597667638,0
GPT-5,Rebus,4_5,0,posted,d on a stick,40.0,"[""recalling phrases like"", ""pops into my mind""]",-0.9912536443148688,0
GPT-5,Rebus,4_5,0,posted,deposed,30.0,"[""could phonetically translate"", ""although \""deposed\"" means""]",-1.1825072886297374,0
GPT-5,Rebus,4_5,0,posted,don't,35.0,"[""maybe leading to"", ""Don't"", ""another interpretation""]",-1.2460641399416907,0
GPT-5,Rebus,4_5,0,posted,posted,95.0,"[""usually leads to \""posted\"""", ""seems like the right answer"", ""confident about \""posted\""""]",-4.744606413994169,1
Qwen3-VL-235B Thinking,Rebus,4_5,0,down d,downton,35.0,"[""as in \""downton\"""", ""but no""]",-1.8905248159582049,0
Qwen3-VL-235B Thinking,Rebus,4_5,0,down d,drive,30.0,"[""is for \""drive\"""", ""but no""]",-4.137746378532414,0
Qwen3-VL-235B Thinking,Rebus,4_5,0,down d,up,45.0,"[""opposite of up"", ""arrow up and a letter""]",-4.243433863690335,0
Qwen3-VL-235B Thinking,Rebus,4_5,0,down d,under,38.0,"[""D under"", ""the D is under""]",-19.518796010448824,0
Qwen3-VL-235B Thinking,Rebus,4_5,0,down d,downd,32.0,"[""\""down\"" + \""D\"" = \""downd\"""", ""isn't right"", ""but no""]",-26.61868914747091,0
Qwen3-VL-235B Thinking,Rebus,4_5,0,down d,de,30.0,"[""as in \""de\"""", ""but no""]",-32.90884587983852,0
Qwen3-VL-235B Thinking,Rebus,4_5,0,down d,down d,65.0,"[""intended answer is \""down D\"""", ""correct answer is probably \""down D\"""", ""but that's not a word""]",-98.05331275231536,1
Qwen3-VL-235B Thinking,Rebus,4_5,0,down d,d down,55.0,"[""phrase is \""D down\"""", ""but no"", ""not a common phrase"", ""but that's not right""]",-98.1399667537402,0
Qwen3-VL-235B Thinking,Rebus,4_5,0,down d,the,30.0,"[""as in \""the\"""", ""but no""]",-430.07286867727385,0
Qwen3-VL-235B Thinking,Rebus,4_5,0,down d,down,75.0,"[""direction can indicate \""down\"""", ""word is \""down\"""", ""arrow direction can indicate the word \""down\""""]",-435.5017335549751,0
Gemini 3 Flash,Rebus,4_5,1,design,sign,55.0,"[""got a \""D\"" and a \""sign\"""", ""D + sign""]",9.712387096774194,0
Gemini 3 Flash,Rebus,4_5,1,design,design,95.0,"[""sounds like \""design!\"""", ""Perfect."", ""fits the classic rebus format"", ""plausible answer""]",4.918838709677418,1
Gemini 3 Flash,Rebus,4_5,1,design,d on a sign,35.0,"[""phrase it as"", ""or even just"", ""D on a sign""]",1.2105806451612904,0
Gemini 2.5 Pro,Rebus,4_5,0,degrade,screwdriver,30.0,"[""what about"", ""screwdriver""]",0.7556060175986374,0
Gemini 2.5 Pro,Rebus,4_5,0,degrade,down d,20.0,"[""no"", ""down d""]",0.0,0
Gemini 2.5 Pro,Rebus,4_5,0,degrade,dee,30.0,"[""maybe it's"", ""dee""]",-0.4883621913142208,0
Gemini 2.5 Pro,Rebus,4_5,0,degrade,decrease,65.0,"[""all elements are used"", ""decrease"", ""is possible""]",-0.8432302015327846,0
Gemini 2.5 Pro,Rebus,4_5,0,degrade,de-,70.0,"[""reinforces the"", ""de-"", ""part""]",-0.9823162077774624,0
